Middle layer Super Output Areas Code,Middle layer Super Output Areas,% 16_to_29,% 30_to_49,% 50_to_69,total
E02000436,Harrow 004,13.61820393,23.43234323,27.46221991,5757
E02000437,Harrow 005,16.13786807,26.52362474,23.94430495,8762
E02000438,Harrow 006,15.0877193,27.30994152,22.9122807,8550
E02000439,Harrow 007,19.14572322,31.32348183,20.33221875,9271
E02000440,Harrow 008,16.73261141,27.62390671,24.31278634,9604
E02000441,Harrow 009,15.27666399,28.21438118,22.86821705,7482
E02000442,Harrow 010,20.72203673,30.68656093,21.55676127,9584
E02000443,Harrow 011,18.79769216,30.88591104,19.88646938,10746
E02000444,Harrow 012,17.81371874,28.92865336,22.16104611,8718
E02000445,Harrow 013,19.13538305,30.32953966,19.53456769,11774
E02000447,Harrow 015,15.06347656,30.89599609,22.39990234,8192
E02000448,Harrow 016,12.77408403,27.75498656,23.01598529,7069
E02000449,Harrow 017,19.58303206,29.19980718,23.51168956,8298
E02000451,Harrow 019,13.84294442,29.38459246,24.9590225,6711
E02000452,Harrow 020,18.84469697,36.05850168,18.18181818,9504
E02000453,Harrow 021,17.24549469,32.8440148,21.10036997,8379
E02000454,Harrow 022,13.68033792,27.31979834,23.88608802,7339
E02000455,Harrow 023,18.65089569,40.06171252,14.90528842,11667
E02000456,Harrow 024,19.00562372,31.68456033,22.1497955,7824
E02000457,Harrow 025,16.93811075,28.94774111,23.41028183,7061
E02000459,Harrow 027,17.23509224,33.19390819,20.01287001,9324
E02000460,Harrow 028,19.09974005,31.46805309,20.37214393,7309
E02000461,Harrow 029,20.46358524,31.7103278,18.5159786,7291
E02000462,Harrow 030,17.99570508,30.42233357,22.53400143,6985
E02000463,Harrow 031,19.1455151,27.4262088,23.92328012,8707
E02000464,Havering 001,16.60649819,28.45538938,21.45435792,7756
E02000465,Havering 002,16.408172,30.9658787,21.23221735,9349
E02000466,Havering 003,16.8669386,26.56818432,23.02943446,9071
E02000467,Havering 004,18.04609743,28.57517025,19.8707875,11454
E02000468,Havering 005,16.22528044,26.62194981,23.19879727,8647
E02000469,Havering 006,16.23180445,27.6984345,21.66987091,7282
E02000470,Havering 007,15.93372878,30.07772551,22.09040704,9778
E02000471,Havering 008,14.83375959,23.04347826,26.96930946,7820
E02000472,Havering 009,15.50322104,27.65867568,23.30763544,9469
E02000473,Havering 010,15.89934229,28.55781146,23.14364694,10491
E02000474,Havering 011,15.9986931,29.4489218,21.4114572,9182
E02000475,Havering 012,14.52653486,27.49219563,24.15192508,9610
E02000476,Havering 013,19.3593166,33.21943406,18.44100374,9365
E02000477,Havering 014,15.03199413,27.01143397,25.5638309,9533
E02000478,Havering 015,14.5648906,20.84516452,28.59528979,5987
E02000479,Havering 016,17.82502909,33.19581085,19.89844494,9453
E02000480,Havering 017,18.48721283,31.81621153,18.35717382,13842
E02000481,Havering 018,14.70731115,24.27738645,24.38668934,8234
E02000482,Havering 019,13.23618701,23.61870067,26.07771706,6588
E02000483,Havering 020,15.61054868,26.53418323,24.70941132,8001
E02000484,Havering 021,16.29769195,25.49458314,27.29627885,8492
E02000485,Havering 022,15.04247286,27.81972629,24.339311,8476
E02000486,Havering 023,15.36369816,25.31611149,27.19238613,7355
E02000487,Havering 024,13.27265832,21.83036279,28.26444192,7911
E02000488,Havering 025,14.58910434,24.25801345,27.51615882,7581
E02000489,Havering 026,15.31781869,27.40534908,24.05927984,8637
E02000490,Havering 027,17.12531003,26.30211409,22.94791544,8467
E02000491,Havering 028,18.69536611,28.36732776,21.14860419,10639
E02000492,Havering 029,16.05625549,24.06973337,25.47612071,6826
E02000493,Havering 030,17.4435867,29.18646081,21.3628266,6736
E02000494,Hillingdon 001,11.5355617,25.29530033,27.632571,7958
E02000495,Hillingdon 002,14.79596735,30.16802688,21.38262122,10415
E02000496,Hillingdon 003,14.72888091,27.11190873,26.29150109,7801
E02000497,Hillingdon 004,14.34723243,28.69446487,23.44291566,9521
E02000498,Hillingdon 005,13.12735257,26.22333752,26.03513174,6376
E02000499,Hillingdon 006,13.61872737,25.87946198,26.08639421,7732
E02000500,Hillingdon 007,15.4468599,25.4468599,26.11111111,8280
E02000501,Hillingdon 008,13.66371681,29.35693215,24.14159292,8475
E02000502,Hillingdon 009,14.359319,33.25492832,19.95967742,8928
E02000503,Hillingdon 010,14.30873719,31.18452861,24.8186946,8687
E02000504,Hillingdon 011,13.07420495,26.8158618,25.06216464,7641
E02000506,Hillingdon 013,14.30545089,25.93569455,26.4632002,7962
E02000507,Hillingdon 014,16.3431206,29.99272021,22.23974763,8242
E02000508,Hillingdon 015,28.63480372,32.11684942,15.19209843,11947
E02000509,Hillingdon 016,37.32941622,25.843442,15.05875663,10552
E02000510,Hillingdon 017,17.57735352,28.54948431,23.11827957,9114
E02000511,Hillingdon 018,17.86325647,28.72822475,22.06222938,9931
E02000512,Hillingdon 019,18.88032638,29.80507706,20.47824116,8824
E02000513,Hillingdon 020,17.67780283,31.98401312,18.28243493,9758
E02000514,Hillingdon 021,19.0650178,30.91624508,19.5240772,10674
E02000515,Hillingdon 022,21.06094808,33.03235515,17.88562829,13290
E02000516,Hillingdon 023,17.84971098,31.26011561,21.79190751,8650
E02000517,Hillingdon 024,18.55177684,30.25410776,19.55483378,10468
E02000518,Hillingdon 025,19.94393688,27.90697674,20.42151163,9632
E02000519,Hillingdon 026,18.66234038,28.74188821,20.94410718,9554
E02000520,Hillingdon 027,19.38419967,32.76683496,18.39579037,14063
E02000521,Hillingdon 028,19.24943139,34.41243366,17.46777862,13190
E02000522,Hillingdon 029,16.91552678,32.20215099,19.89140649,9577
E02000523,Hillingdon 030,20.83736476,33.29228604,19.26290791,11369
E02000524,Hillingdon 031,17.80640021,32.89071836,21.80321338,7531
E02000525,Hillingdon 032,17.98032005,33.14779843,19.12334758,10061
E02000526,Hounslow 001,16.47957412,33.13273927,23.42321491,8641
E02000529,Hounslow 004,18.05455481,31.79619146,20.54554812,9715
E02000530,Hounslow 005,19.0834052,30.23284465,19.25588272,8117
E02000531,Hounslow 006,16.47962707,34.81526243,21.94406077,11584
E02000532,Hounslow 007,14.89527629,29.51203209,25.15597148,8976
E02000533,Hounslow 008,14.15139253,31.94477505,24.04189479,8402
E02000534,Hounslow 009,17.07573633,33.94109397,20.13791491,8556
E02000535,Hounslow 010,17.60023878,30.86260074,22.07740523,10051
E02000536,Hounslow 011,18.86757654,32.02692733,20.72113611,10844
E02000537,Hounslow 012,20,32.78821737,20.29456577,9845
E02000538,Hounslow 013,19.90103909,33.17169718,20.53438892,10105
E02000539,Hounslow 014,15.83340152,37.41919647,18.59913264,12221
E02000540,Hounslow 015,17.08202674,36.09506519,18.05578478,12118
E02000541,Hounslow 016,16.70118622,34.24025607,20.16569384,10622
E02000542,Hounslow 017,17.48882568,35.11580658,17.96830557,12305
E02000543,Hounslow 018,17.53571429,38.41428571,16.43571429,14000
E02000544,Hounslow 019,16.01028398,30.9454248,24.31927077,8557
E02000545,Hounslow 020,16.35635419,31.97661832,20.70794544,9238
E02000546,Hounslow 021,18.48086698,33.04881557,19.84271603,10427
E02000547,Hounslow 022,17.24388692,31.22443414,20.82537951,11001
E02000548,Hounslow 023,16.83055976,32.33736762,20.25340393,10576
E02000549,Hounslow 024,18.74451623,30.66124272,22.09459998,12537
E02000550,Hounslow 025,17.58282781,34.3070462,19.8320112,10715
E02000551,Hounslow 026,17.85457902,30.91990565,20.45944006,9751
E02000552,Hounslow 027,17.93736501,33.28293737,20.06479482,9260
E02000553,Hounslow 028,15.52184296,29.86374491,22.43292597,7119
E02000554,Islington 001,21.83625481,33.19794784,20.23300556,9356
E02000555,Islington 002,23.63693336,31.38709004,20.47211197,9574
E02000556,Islington 003,27.76656428,35.11189118,17.41114524,11395
E02000557,Islington 004,22.36392621,34.79845138,20.41676156,8782
E02000558,Islington 005,25.66521785,31.01876391,17.71440687,9433
E02000559,Islington 006,22.94688511,37.11781279,17.45799854,9583
E02000560,Islington 007,30.71380014,35.36369816,15.47246771,7355
E02000561,Islington 008,22.48985115,32.55751015,21.58322057,7390
E02000562,Islington 009,20.83916084,36.54164018,19.26255563,7865
E02000563,Islington 010,25.36574127,32.53081442,19.22589563,8681
E02000564,Islington 011,29.89856706,38.49621639,14.43406859,12422
E02000565,Islington 012,24.707397,35.07724719,18.23501873,8544
E02000566,Islington 013,23.08680921,35.26112864,19.19616778,8559
E02000567,Islington 014,21.86033145,37.3024236,20.2988792,10439
E02000568,Islington 015,29.64465215,32.37809717,16.79746054,11341
E02000569,Islington 016,22.03662709,33.29643792,19.64177903,9938
E02000570,Islington 017,22.05190103,36.23415812,20.21726011,8285
E02000571,Islington 018,23.54719516,34.26268055,19.79621543,8931
E02000572,Islington 019,28.72253865,28.50168546,19.06311752,8603
E02000573,Islington 020,28.13773036,34.72356935,17.94374394,10310
E02000574,Islington 021,30.90676884,32.23499361,19.42528736,7830
E02000575,Islington 022,32.71151976,32.18990363,16.85085315,11311
E02000576,Islington 023,29.66919689,32.19941899,16.45581483,10671
E02000577,Kensington and Chelsea 001,25.73615255,28.58995979,22.48021793,7709
E02000578,Kensington and Chelsea 002,20.15968064,27.74451098,24.01862941,6012
E02000579,Kensington and Chelsea 003,20.31580118,27.69932169,26.13143556,8993
E02000580,Kensington and Chelsea 004,19.60486322,32.90273556,26.02583587,7896
E02000581,Kensington and Chelsea 005,21.14734136,25.69341091,25.44987147,7391
E02000582,Kensington and Chelsea 006,21.27464466,32.92067859,22.31392328,6543
E02000583,Kensington and Chelsea 007,17.4055063,31.7156634,26.47379064,6429
E02000584,Kensington and Chelsea 008,17.54288105,31.2090364,23.65081579,7171
E02000585,Kensington and Chelsea 009,18.70361207,30.47996042,24.35675408,8084
E02000586,Kensington and Chelsea 010,24.16563659,28.05933251,24.89184178,6472
E02000587,Kensington and Chelsea 011,19.15319477,30.14626636,25.57351809,6495
E02000588,Kensington and Chelsea 012,20.10360963,30.36430481,25.98596257,5984
E02000589,Kensington and Chelsea 013,28.56551724,32.99310345,20.46896552,7250
E02000590,Kensington and Chelsea 014,21.42019762,26.99715291,27.28186233,5971
E02000591,Kensington and Chelsea 015,25.9861536,31.63741749,21.04331026,6211
E02000592,Kensington and Chelsea 016,23.66412214,30.89868147,22.34559334,5764
E02000593,Kensington and Chelsea 017,27.22357394,30.0892133,22.24925656,7398
E02000594,Kensington and Chelsea 018,14.82567109,24.52946621,30.82381981,6482
E02000595,Kensington and Chelsea 019,18.26002272,27.70654115,26.29443272,6161
E02000596,Kensington and Chelsea 020,25.24183797,31.15175333,21.3573156,6616
E02000597,Kensington and Chelsea 021,18.69970017,27.61559097,26.84235443,6337
E02000598,Kingston upon Thames 001,11.88681577,26.56616829,26.45496108,8093
E02000599,Kingston upon Thames 002,17.50856164,21.50399543,27.02625571,7008
E02000600,Kingston upon Thames 003,16.61284535,33.237651,18.7417773,8361
E02000601,Kingston upon Thames 004,14.89629692,35.3514149,19.90931228,11909
E02000602,Kingston upon Thames 005,25.53335919,30.86695112,17.10628394,10312
E02000603,Kingston upon Thames 006,20.99537037,29.28240741,21.15740741,8640
E02000604,Kingston upon Thames 007,13.80056241,32.53298724,22.90720311,9246
E02000605,Kingston upon Thames 008,13.60263809,29.43116241,24.16676481,8491
E02000606,Kingston upon Thames 009,26.98172175,34.41613789,16.78189222,10559
E02000607,Kingston upon Thames 010,22.61957322,29.62472406,20.58866814,6795
E02000608,Kingston upon Thames 011,23.74410214,39.31446017,16.41687483,7206
E02000609,Kingston upon Thames 012,16.00262123,25.97640891,25.64875491,7630
E02000610,Kingston upon Thames 013,19.29604023,36.99560025,18.17724701,7955
E02000611,Kingston upon Thames 014,13.66751781,25.19822604,25.93737401,7441
E02000612,Kingston upon Thames 015,13.97940642,27.09872804,25.08782556,8255
E02000613,Kingston upon Thames 016,13.83057545,33.52679674,20.32600642,8098
E02000614,Kingston upon Thames 017,18.57511838,29.95049505,22.42789496,9292
E02000615,Kingston upon Thames 018,15.52905354,27.88632327,24.53691956,7882
E02000616,Kingston upon Thames 019,14.36108821,30.83264633,24.1055235,6065
E02000617,Kingston upon Thames 020,16.5462754,28.21670429,24.34537246,8860
E02000619,Lambeth 002,23.01098901,30.74725275,22.13186813,9100
E02000620,Lambeth 003,28.38139724,30.87936637,20.8773355,9848
E02000621,Lambeth 004,35.24478875,33.75129782,16.02907116,12521
E02000622,Lambeth 005,30.92574964,31.00904331,20.58543551,8404
E02000623,Lambeth 006,24.71052297,30.1437842,23.17088688,7859
E02000624,Lambeth 007,29.17661717,34.07745821,18.12895857,9631
E02000625,Lambeth 008,29.47560714,30.91553836,18.66537718,9306
E02000626,Lambeth 009,21.76773113,32.07750269,23.02356177,8361
E02000627,Lambeth 010,32.10096355,31.87054881,17.12400503,9548
E02000628,Lambeth 011,29.18327617,31.24130898,19.69036804,10787
E02000629,Lambeth 012,35.13869093,32.43065453,16.4674926,9121
E02000630,Lambeth 013,30.46015117,33.31123193,17.34517968,7541
E02000631,Lambeth 014,26.38874304,31.98571879,19.5211593,9523
E02000632,Lambeth 015,44.05630865,31.48070907,13.39937435,9590
E02000633,Lambeth 016,30.39965058,30.72723302,19.57851059,9158
E02000634,Lambeth 017,32.83141423,28.56510186,19.22054916,6774
E02000635,Lambeth 018,26.86156667,35.39777936,19.48660487,9817
E02000636,Lambeth 019,30.42633148,31.78696385,16.34054684,7717
E02000637,Lambeth 020,30.86625416,34.70966207,17.67015707,8404
E02000638,Lambeth 021,27.50853242,34.98781082,17.75719161,10255
E02000639,Lambeth 022,24.56435525,35.64475424,20.95901935,8321
E02000640,Lambeth 023,28.62985685,33.02120332,15.52039608,9291
E02000641,Lambeth 024,21.93907101,30.84675084,21.19772964,8633
E02000642,Lambeth 025,19.16173771,33.66306343,21.25229451,9806
E02000643,Lambeth 026,22.24829352,38.84385666,17.80076792,9376
E02000644,Lambeth 027,18.52851443,38.01924431,18.73973246,8522
E02000645,Lambeth 028,16.94986365,36.97293896,20.94608769,9534
E02000646,Lambeth 029,20.94957364,37.49868407,18.68617749,9499
E02000647,Lambeth 030,16.91501746,32.45634459,22.7008149,8590
E02000648,Lambeth 031,17.30400307,31.94781941,21.52449162,7819
E02000649,Lambeth 032,21.58544405,39.73228599,17.15293363,12476
E02000650,Lambeth 033,17.04293358,35.35168994,21.81913089,7663
E02000651,Lambeth 034,17.98742138,35.76901086,20.84619783,8745
E02000652,Lambeth 035,19.84924623,32.01533986,20.93361545,7562
E02000653,Lewisham 001,27.42050591,38.31575609,15.27238125,12611
E02000654,Lewisham 002,24.11831627,32.33219568,19.13538111,8790
E02000655,Lewisham 003,26.95263107,34.26709464,16.79797685,10281
E02000657,Lewisham 005,30.06562342,33.36698637,15.82029278,9905
E02000658,Lewisham 006,24.52151723,33.66198817,21.07644125,8621
E02000659,Lewisham 007,19.89340605,36.58899355,19.57114527,8068
E02000660,Lewisham 008,23.01035954,39.67093236,16.67276051,8205
E02000661,Lewisham 009,16.54864532,34.48275862,22.53694581,6496
E02000662,Lewisham 010,19.59483902,35.56011094,19.93247317,8293
E02000663,Lewisham 011,20.25,34.13235294,22.08823529,6800
E02000665,Lewisham 013,16.04317429,36.18300012,20.54458482,8153
E02000666,Lewisham 014,18.98998331,34.11240957,19.92209238,7188
E02000667,Lewisham 015,17.32436472,35.65022422,19.46188341,6690
E02000668,Lewisham 016,13.88159813,34.33945757,20.88072324,6858
E02000669,Lewisham 017,16.45141066,40.11285266,18.31974922,7975
E02000670,Lewisham 018,18.17775127,35.05815687,20.17596183,6706
E02000671,Lewisham 019,16.27986738,38.50463016,18.72642049,8747
E02000672,Lewisham 020,17.94996593,37.32113307,19.28355884,10273
E02000673,Lewisham 021,16.74858688,37.35561563,20.84050135,8138
E02000674,Lewisham 022,17.65401443,29.32481968,24.83150053,8457
E02000675,Lewisham 023,15.59385626,31.63325126,23.20318912,8529
E02000676,Lewisham 024,15.49187668,37.81501855,20.26352821,7817
E02000677,Lewisham 025,17.40638003,28.57142857,25.13176144,7210
E02000678,Lewisham 026,18.30722805,29.5301049,22.48886334,6959
E02000679,Lewisham 027,17.10736687,33.91956709,20.21891526,8131
E02000680,Lewisham 028,16.24271707,34.68807731,20.13642177,7037
E02000681,Lewisham 029,16.91636192,29.04329362,24.64315206,8477
E02000682,Lewisham 030,19.58785978,27.0355023,22.61171464,8929
E02000683,Lewisham 031,18.01655336,29.72214011,23.51463198,6766
E02000685,Lewisham 033,15.87360138,33.49317595,21.13611214,8133
E02000686,Lewisham 034,17.6618896,29.86995754,23.76592357,7536
E02000687,Lewisham 035,14.40329218,34.88259501,21.96804648,8262
E02000689,Merton 001,16.48072462,35.59041202,18.94399647,9053
E02000690,Merton 002,11.55587756,22.93062851,29.01648252,5521
E02000691,Merton 003,18.12746297,35.45318657,20.192961,7359
E02000692,Merton 004,15.04378513,34.04783688,21.97098419,7651
E02000693,Merton 005,21.66277535,42.15815653,15.85625825,9851
E02000694,Merton 006,17.12810371,40.6613931,16.73258624,9102
E02000695,Merton 007,19.35185185,32.77777778,21.21527778,8640
E02000696,Merton 008,21.36732329,36.41946698,18.98030127,8630
E02000697,Merton 009,18.92697466,40.9950705,16.38197868,8723
E02000698,Merton 010,12.43472981,29.41105039,23.89799636,8235
E02000699,Merton 011,13.76705653,36.84210526,19.0545809,8208
E02000700,Merton 012,18.86400369,33.6989148,20.7919649,8662
E02000701,Merton 013,17.78936855,32.7488625,21.61802242,9011
E02000702,Merton 014,17.2313961,32.81149475,19.95496462,9326
E02000703,Merton 015,13.78704169,28.86740331,24.03314917,7964
E02000704,Merton 016,16.39725549,38.00441912,18.15327364,8599
E02000705,Merton 017,17.61552482,31.28551517,22.6332154,9327
E02000706,Merton 018,17.93619143,32.44267198,20.12961117,10030
E02000707,Merton 019,19.9975921,27.45003612,23.52516253,8306
E02000708,Merton 020,14.74229124,32.48930903,22.46230025,8886
E02000709,Merton 021,13.72352425,29.00112796,24.37648828,7979
E02000710,Merton 022,16.96428571,30.0195993,21.853223,9184
E02000711,Merton 023,17.86999788,34.85073047,20.08257463,9446
E02000712,Merton 024,17.56309475,29.18907737,23.09681423,9668
E02000713,Merton 025,15.46642747,27.69092773,25.01281394,7804
E02000714,Newham 001,20.50583658,34.55252918,18.87159533,7710
E02000715,Newham 002,20.35895328,30.40142485,17.11193314,7299
E02000716,Newham 003,18.8733161,34.22234318,17.36290652,7349
E02000717,Newham 004,20.05744375,33.17376735,16.15605553,8356
E02000718,Newham 005,21.81719995,30.24166329,16.26839476,7407
E02000719,Newham 006,21.57275542,37.07739938,17.86996904,8075
E02000720,Newham 007,21.18055556,31.85096154,19.09722222,7488
